"income_q_race","scenario","race","welfare"
100,"Reparations vs. Redistribution","Whites",0.588385908913143
99.9999298725731,"Reparations vs. Redistribution","Whites",0.585635484486659
99.9997656267575,"Reparations vs. Redistribution","Whites",0.583613582186135
99.9991049525779,"Reparations vs. Redistribution","Whites",0.581222444641028
99.998501487615,"Reparations vs. Redistribution","Whites",0.580566925562659
99.9982818780413,"Reparations vs. Redistribution","Whites",0.580040030800085
99.9981582323149,"Reparations vs. Redistribution","Whites",0.57916289354211
99.9969383841788,"Reparations vs. Redistribution","Whites",0.577357805286734
99.9967907474906,"Reparations vs. Redistribution","Whites",0.57646678875088
99.9966892472675,"Reparations vs. Redistribution","Whites",0.57613505076632
99.9963921284326,"Reparations vs. Redistribution","Whites",0.576051455508132
99.9955229174309,"Reparations vs. Redistribution","Whites",0.575070604218256
99.9951962712583,"Reparations vs. Redistribution","Whites",0.574366391004004
99.9947072247287,"Reparations vs. Redistribution","Whites",0.574070925993645
99.9946352518432,"Reparations vs. Redistribution","Whites",0.573551668799899
99.9945429789131,"Reparations vs. Redistribution","Whites",0.573459630438846
99.994279078333,"Reparations vs. Redistribution","Whites",0.573320994325099
99.9940483960077,"Reparations vs. Redistribution","Whites",0.573041619932301
99.9939247502813,"Reparations vs. Redistribution","Whites",0.572900870998398
99.9937918772619,"Reparations vs. Redistribution","Whites",0.572806641479433
99.9934892220512,"Reparations vs. Redistribution","Whites",0.572426513066331
99.9929060571328,"Reparations vs. Redistribution","Whites",0.571792739913713
99.992710438521,"Reparations vs. Redistribution","Whites",0.571254397222855
99.9924705289027,"Reparations vs. Redistribution","Whites",0.571004021986516
99.9922306192844,"Reparations vs. Redistribution","Whites",0.57095368431918
99.991717581793,"Reparations vs. Redistribution","Whites",0.570649800585141
99.991689899914,"Reparations vs. Redistribution","Whites",0.570496653938502
99.9914758267161,"Reparations vs. Redistribution","Whites",0.570368411956013
99.9912525262252,"Reparations vs. Redistribution","Whites",0.570342695589027
99.9901175691848,"Reparations vs. Redistribution","Whites",0.570291194644113
99.9899883870826,"Reparations vs. Redistribution","Whites",0.57023960255002
99.989931177866,"Reparations vs. Redistribution","Whites",0.57018791906448
99.9898130685154,"Reparations vs. Redistribution","Whites",0.569454616427478
99.9896746591203,"Reparations vs. Redistribution","Whites",0.568757009642127
99.9894882678014,"Reparations vs. Redistribution","Whites",0.568484296854754
99.9868344983314,"Reparations vs. Redistribution","Whites",0.568042747582723
99.9867514526943,"Reparations vs. Redistribution","Whites",0.567931344743052
99.9866444160953,"Reparations vs. Redistribution","Whites",0.56781953120071
99.9864303428975,"Reparations vs. Redistribution","Whites",0.567594662886878
99.9861535241071,"Reparations vs. Redistribution","Whites",0.566736376652628
99.986079705763,"Reparations vs. Redistribution","Whites",0.566678297926545
99.9858951599028,"Reparations vs. Redistribution","Whites",0.566386260520643
99.9858121142657,"Reparations vs. Redistribution","Whites",0.565793841547322
99.9854577862141,"Reparations vs. Redistribution","Whites",0.565311719096632
99.9853802769528,"Reparations vs. Redistribution","Whites",0.565196125082815
99.9851606673791,"Reparations vs. Redistribution","Whites",0.565129008991422
99.9850444034872,"Reparations vs. Redistribution","Whites",0.564883747812333
99.9840626195108,"Reparations vs. Redistribution","Whites",0.564661386154206
99.983922364657,"Reparations vs. Redistribution","Whites",0.564636583442285
99.978149770149,"Reparations vs. Redistribution","Whites",0.564262219644593
99.9778544967727,"Reparations vs. Redistribution","Whites",0.564010199204494
99.9777529965496,"Reparations vs. Redistribution","Whites",0.563692382888231
99.9775352324345,"Reparations vs. Redistribution","Whites",0.56362844385526
99.97709232237,"Reparations vs. Redistribution","Whites",0.563500187050769
99.9770332676947,"Reparations vs. Redistribution","Whites",0.56304727193284
99.9769834403124,"Reparations vs. Redistribution","Whites",0.562982054689604
99.9767306124839,"Reparations vs. Redistribution","Whites",0.562851230037209
99.976516539286,"Reparations vs. Redistribution","Whites",0.562785621848931
99.9762175749925,"Reparations vs. Redistribution","Whites",0.562654011788718
99.9757580558005,"Reparations vs. Redistribution","Whites",0.562389205861217
99.9756454828258,"Reparations vs. Redistribution","Whites",0.562322671677551
99.9755199916408,"Reparations vs. Redistribution","Whites",0.562055192044101
99.9754092641247,"Reparations vs. Redistribution","Whites",0.562001436769885
99.975161972672,"Reparations vs. Redistribution","Whites",0.561994711252055
99.9749442085569,"Reparations vs. Redistribution","Whites",0.561987984375394
99.9745935714225,"Reparations vs. Redistribution","Whites",0.561920640782526
99.9742872252945,"Reparations vs. Redistribution","Whites",0.561819369631699
99.9740768430138,"Reparations vs. Redistribution","Whites",0.561666884666325
99.9739421245359,"Reparations vs. Redistribution","Whites",0.561665526121143
99.9738793789434,"Reparations vs. Redistribution","Whites",0.561649898885845
99.9723771756411,"Reparations vs. Redistribution","Whites",0.561239637346576
99.9723144300487,"Reparations vs. Redistribution","Whites",0.561170770962454
99.9716519104104,"Reparations vs. Redistribution","Whites",0.56103261478569
99.9715338010599,"Reparations vs. Redistribution","Whites",0.560963324124085
99.9711038092056,"Reparations vs. Redistribution","Whites",0.560509446608283
99.9708620541287,"Reparations vs. Redistribution","Whites",0.560403839009931
99.9702512073313,"Reparations vs. Redistribution","Whites",0.560262518101361
99.9693653872022,"Reparations vs. Redistribution","Whites",0.560049434816134
99.9691882231764,"Reparations vs. Redistribution","Whites",0.559978111372835
99.9691236321253,"Reparations vs. Redistribution","Whites",0.559763247513276
99.9686345855957,"Reparations vs. Redistribution","Whites",0.559619255656402
99.9683799123086,"Reparations vs. Redistribution","Whites",0.559329456651662
99.9604241402742,"Reparations vs. Redistribution","Whites",0.559256625929628
99.9603577037645,"Reparations vs. Redistribution","Whites",0.559198250962298
99.9602598944586,"Reparations vs. Redistribution","Whites",0.559183641856267
99.9581173170213,"Reparations vs. Redistribution","Whites",0.559110503946536
99.9579198529509,"Reparations vs. Redistribution","Whites",0.558963764667521
99.9578183527278,"Reparations vs. Redistribution","Whites",0.558742489731666
99.9577039342944,"Reparations vs. Redistribution","Whites",0.558370555659701
99.95752492481,"Reparations vs. Redistribution","Whites",0.558235687724014
99.9574492610073,"Reparations vs. Redistribution","Whites",0.558145487537629
99.9571023147901,"Reparations vs. Redistribution","Whites",0.557994638741381
99.9566003500503,"Reparations vs. Redistribution","Whites",0.557843142409856
99.9562201855782,"Reparations vs. Redistribution","Whites",0.557767150113479
99.9561260671895,"Reparations vs. Redistribution","Whites",0.55746154109317
99.9560559397626,"Reparations vs. Redistribution","Whites",0.557384726221461
99.9559802759599,"Reparations vs. Redistribution","Whites",0.557307745231871
99.955854784775,"Reparations vs. Redistribution","Whites",0.557075800147349
99.9555835023604,"Reparations vs. Redistribution","Whites",0.556842340432421
99.9555078385577,"Reparations vs. Redistribution","Whites",0.556764181374753
99.9554469384238,"Reparations vs. Redistribution","Whites",0.556528678954896
99.9552457834362,"Reparations vs. Redistribution","Whites",0.556370817350976
99.9552162560986,"Reparations vs. Redistribution","Whites",0.556053009716845
99.9550778467034,"Reparations vs. Redistribution","Whites",0.555812811988419
99.9523631770995,"Reparations vs. Redistribution","Whites",0.555732392117712
99.9520918946849,"Reparations vs. Redistribution","Whites",0.555571017904231
99.9517449484677,"Reparations vs. Redistribution","Whites",0.555246114931277
99.9514459841741,"Reparations vs. Redistribution","Whites",0.555082576557474
99.9513149566134,"Reparations vs. Redistribution","Whites",0.555000533524455
99.9511156470843,"Reparations vs. Redistribution","Whites",0.554918307110865
99.9504162182741,"Reparations vs. Redistribution","Whites",0.554856516586838
99.9502427451654,"Reparations vs. Redistribution","Whites",0.55483589670091
99.9499696172923,"Reparations vs. Redistribution","Whites",0.554670521414874
99.949892108031,"Reparations vs. Redistribution","Whites",0.554587555293327
99.9497352440498,"Reparations vs. Redistribution","Whites",0.554421062958474
99.9479691401674,"Reparations vs. Redistribution","Whites",0.554337535482803
99.9479414582884,"Reparations vs. Redistribution","Whites",0.554253819621977
99.9478657944857,"Reparations vs. Redistribution","Whites",0.554085820188648
99.9477218487147,"Reparations vs. Redistribution","Whites",0.553917059517085
99.9476701758739,"Reparations vs. Redistribution","Whites",0.553832392097508
99.9465555188781,"Reparations vs. Redistribution","Whites",0.553534537779219
99.9463451365974,"Reparations vs. Redistribution","Whites",0.553491793257203
99.9461550543614,"Reparations vs. Redistribution","Whites",0.553320327083581
99.9460055722146,"Reparations vs. Redistribution","Whites",0.553234299973154
99.9428479925461,"Reparations vs. Redistribution","Whites",0.553148075949208
99.9426486830171,"Reparations vs. Redistribution","Whites",0.553104889883166
99.9423294186789,"Reparations vs. Redistribution","Whites",0.553078954497353
99.9422334548316,"Reparations vs. Redistribution","Whites",0.553061654334556
99.9414417530912,"Reparations vs. Redistribution","Whites",0.552975034448899
99.9391404662142,"Reparations vs. Redistribution","Whites",0.55284473136641
99.9390740297045,"Reparations vs. Redistribution","Whites",0.552801197127698
99.9385462285442,"Reparations vs. Redistribution","Whites",0.552792484272803
99.9383173916775,"Reparations vs. Redistribution","Whites",0.552740165035294
99.9380996275625,"Reparations vs. Redistribution","Whites",0.552713978315843
99.937874481613,"Reparations vs. Redistribution","Whites",0.552670293569472
99.9377785177657,"Reparations vs. Redistribution","Whites",0.552626558480318
99.9362633962532,"Reparations vs. Redistribution","Whites",0.552538936925
99.9361046868134,"Reparations vs. Redistribution","Whites",0.55245111295055
99.9329323434761,"Reparations vs. Redistribution","Whites",0.552363085854385
99.932840070546,"Reparations vs. Redistribution","Whites",0.552274854930671
99.932714579361,"Reparations vs. Redistribution","Whites",0.552186419470294
99.9317327953846,"Reparations vs. Redistribution","Whites",0.552097778760848
99.9315464040658,"Reparations vs. Redistribution","Whites",0.552008932086613
99.9314855039319,"Reparations vs. Redistribution","Whites",0.551741149067853
99.9313083399061,"Reparations vs. Redistribution","Whites",0.551651471310299
99.9311034940012,"Reparations vs. Redistribution","Whites",0.551561583958962
99.9309872301093,"Reparations vs. Redistribution","Whites",0.55147148627783
99.9308469752555,"Reparations vs. Redistribution","Whites",0.551381177527436
99.9307307113636,"Reparations vs. Redistribution","Whites",0.55129065696484
99.9303007195092,"Reparations vs. Redistribution","Whites",0.551199923843615
99.9301918374517,"Reparations vs. Redistribution","Whites",0.551017816921961
99.9296252816608,"Reparations vs. Redistribution","Whites",0.550990426919222
99.9295496178581,"Reparations vs. Redistribution","Whites",0.550926441611022
99.9286508795188,"Reparations vs. Redistribution","Whites",0.550779792390001
99.9285346156269,"Reparations vs. Redistribution","Whites",0.550743043485861
99.9282780968812,"Reparations vs. Redistribution","Whites",0.550697058499832
99.9281378420274,"Reparations vs. Redistribution","Whites",0.550651019139609
99.9261281376095,"Reparations vs. Redistribution","Whites",0.550280735153089
99.9253548904551,"Reparations vs. Redistribution","Whites",0.550187613602739
99.9251721900535,"Reparations vs. Redistribution","Whites",0.550000704320725
99.9236995140889,"Reparations vs. Redistribution","Whites",0.549812901486233
99.9235703319867,"Reparations vs. Redistribution","Whites",0.549624198672902
99.9234725226808,"Reparations vs. Redistribution","Whites",0.549529507749053
99.923151412884,"Reparations vs. Redistribution","Whites",0.549244067094492
99.9229650215652,"Reparations vs. Redistribution","Whites",0.549004620208585
99.9228782850109,"Reparations vs. Redistribution","Whites",0.548956557253474
99.9226494481442,"Reparations vs. Redistribution","Whites",0.548860256925005
99.9225055023732,"Reparations vs. Redistribution","Whites",0.548666955632545
99.92231172922,"Reparations vs. Redistribution","Whites",0.548569952966421
99.9221991562453,"Reparations vs. Redistribution","Whites",0.548482448963966
99.9220902741877,"Reparations vs. Redistribution","Whites",0.548375239307939
99.9219943103404,"Reparations vs. Redistribution","Whites",0.548287308574857
99.9218392918178,"Reparations vs. Redistribution","Whites",0.548277526588459
99.9216030731167,"Reparations vs. Redistribution","Whites",0.548179575450369
99.9213576271226,"Reparations vs. Redistribution","Whites",0.548081385019524
99.9211047992941,"Reparations vs. Redistribution","Whites",0.54788428276154
99.9170392539933,"Reparations vs. Redistribution","Whites",0.547785369164597
99.9169783538594,"Reparations vs. Redistribution","Whites",0.547686212735233
99.9169008445981,"Reparations vs. Redistribution","Whites",0.547636543178621
99.9167864261648,"Reparations vs. Redistribution","Whites",0.547586812577629
99.91633059789,"Reparations vs. Redistribution","Whites",0.547487167791557
99.9160482427239,"Reparations vs. Redistribution","Whites",0.547457226518052
99.9159375152077,"Reparations vs. Redistribution","Whites",0.547387277472344
99.9155425870668,"Reparations vs. Redistribution","Whites",0.547257051489686
99.9153967958373,"Reparations vs. Redistribution","Whites",0.547186756593435
99.9137469558468,"Reparations vs. Redistribution","Whites",0.547086124201936
99.9126249170166,"Reparations vs. Redistribution","Whites",0.546985242613642
99.9119384064166,"Reparations vs. Redistribution","Whites",0.546884110901255
99.9115176418553,"Reparations vs. Redistribution","Whites",0.546681093371959
99.9113755415429,"Reparations vs. Redistribution","Whites",0.546477064102989
99.9108551222171,"Reparations vs. Redistribution","Whites",0.5463746676984
99.9105598488407,"Reparations vs. Redistribution","Whites",0.54627201550815
99.9092901733223,"Reparations vs. Redistribution","Whites",0.546179409046704
99.9091111638379,"Reparations vs. Redistribution","Whites",0.546091755800244
99.9089782908186,"Reparations vs. Redistribution","Whites",0.54606593992518
99.907570205905,"Reparations vs. Redistribution","Whites",0.545858829614772
99.904015852637,"Reparations vs. Redistribution","Whites",0.545754883996947
99.9038792887005,"Reparations vs. Redistribution","Whites",0.545650676759625
99.9031521780112,"Reparations vs. Redistribution","Whites",0.545336475410528
99.9030968142531,"Reparations vs. Redistribution","Whites",0.545231211749941
99.9028163045456,"Reparations vs. Redistribution","Whites",0.545125681471985
99.9019655481299,"Reparations vs. Redistribution","Whites",0.545041064603319
99.9017976113971,"Reparations vs. Redistribution","Whites",0.545019883561826
99.9014543560971,"Reparations vs. Redistribution","Whites",0.544913816999482
99.9004135174454,"Reparations vs. Redistribution","Whites",0.544807480759768
99.8999613800878,"Reparations vs. Redistribution","Whites",0.544593995121351
99.8991881329335,"Reparations vs. Redistribution","Whites",0.54448684364602
99.8958017163983,"Reparations vs. Redistribution","Whites",0.544271718151663
99.8956762252134,"Reparations vs. Redistribution","Whites",0.544217764646501
99.89556180678,"Reparations vs. Redistribution","Whites",0.544185359375556
99.8954510792639,"Reparations vs. Redistribution","Whites",0.544163742023944
99.8944305406568,"Reparations vs. Redistribution","Whites",0.544055488894381
99.894063294395,"Reparations vs. Redistribution","Whites",0.543995831214383
99.8939728669234,"Reparations vs. Redistribution","Whites",0.54394695769504
99.8935096568143,"Reparations vs. Redistribution","Whites",0.54383814735248
99.8930593649153,"Reparations vs. Redistribution","Whites",0.543729056787734
99.8925278728379,"Reparations vs. Redistribution","Whites",0.543663467491299
99.8924466726594,"Reparations vs. Redistribution","Whites",0.543619684916257
99.8913781521286,"Reparations vs. Redistribution","Whites",0.543510030647898
99.891149315262,"Reparations vs. Redistribution","Whites",0.543400092886866
99.8899553035463,"Reparations vs. Redistribution","Whites",0.543289870531684
99.8893795204624,"Reparations vs. Redistribution","Whites",0.543179362475163
99.8892337292328,"Reparations vs. Redistribution","Whites",0.543068567604358
99.88889416485,"Reparations vs. Redistribution","Whites",0.54295748480053
99.8886468733973,"Reparations vs. Redistribution","Whites",0.542846112939117
99.887748135058,"Reparations vs. Redistribution","Whites",0.542734450889681
99.8872941522418,"Reparations vs. Redistribution","Whites",0.542622497515884
99.8861388951568,"Reparations vs. Redistribution","Whites",0.542555185180971
99.8861130587363,"Reparations vs. Redistribution","Whites",0.542510251675441
99.884717892033,"Reparations vs. Redistribution","Whites",0.542420243655672
99.8846477646061,"Reparations vs. Redistribution","Whites",0.542397712220088
99.8845407280072,"Reparations vs. Redistribution","Whites",0.542363892956168
99.8844613732873,"Reparations vs. Redistribution","Whites",0.542284877995534
99.8836161532475,"Reparations vs. Redistribution","Whites",0.542171747841426
99.8832046159792,"Reparations vs. Redistribution","Whites",0.542058320591309
99.8807962925032,"Reparations vs. Redistribution","Whites",0.541944595072588
99.8806911013629,"Reparations vs. Redistribution","Whites",0.541853399112284
99.8803663006489,"Reparations vs. Redistribution","Whites",0.541830570106482
99.8799695270494,"Reparations vs. Redistribution","Whites",0.541718533973853
99.879808972151,"Reparations vs. Redistribution","Whites",0.541716244507992
99.8782347959632,"Reparations vs. Redistribution","Whites",0.541601617085847
99.8771865754771,"Reparations vs. Redistribution","Whites",0.541590137697282
99.8769337476486,"Reparations vs. Redistribution","Whites",0.541486686642477
99.8758356997803,"Reparations vs. Redistribution","Whites",0.541371451973955
99.8753614169195,"Reparations vs. Redistribution","Whites",0.541255911869975
99.8750882890464,"Reparations vs. Redistribution","Whites",0.541140065113787
99.8744700604146,"Reparations vs. Redistribution","Whites",0.541070409358428
99.8743704056501,"Reparations vs. Redistribution","Whites",0.541046003610198
99.87427813272,"Reparations vs. Redistribution","Whites",0.541023910482176
99.8737558679355,"Reparations vs. Redistribution","Whites",0.540907446745399
99.8728128385898,"Reparations vs. Redistribution","Whites",0.540849098576489
99.8727205656596,"Reparations vs. Redistribution","Whites",0.540790672667157
99.8721078734037,"Reparations vs. Redistribution","Whites",0.54073216886184
99.8719713094671,"Reparations vs. Redistribution","Whites",0.540673587004546
99.8712331260262,"Reparations vs. Redistribution","Whites",0.540614926938874
99.8709784527391,"Reparations vs. Redistribution","Whites",0.540585567528906
99.870867725223,"Reparations vs. Redistribution","Whites",0.540580633224497
99.8707551522482,"Reparations vs. Redistribution","Whites",0.540570292886724
99.8706388883563,"Reparations vs. Redistribution","Whites",0.540556188508003
99.8605368479674,"Reparations vs. Redistribution","Whites",0.540462043626365
99.8604574932475,"Reparations vs. Redistribution","Whites",0.540438475921281
99.8603283111454,"Reparations vs. Redistribution","Whites",0.540366516470112
99.8602674110115,"Reparations vs. Redistribution","Whites",0.540320447981387
99.8569234400242,"Reparations vs. Redistribution","Whites",0.540308627794143
99.8565580392209,"Reparations vs. Redistribution","Whites",0.540273148222338
99.856297829558,"Reparations vs. Redistribution","Whites",0.540249479319982
99.8561963293348,"Reparations vs. Redistribution","Whites",0.540238824172626
99.856107747322,"Reparations vs. Redistribution","Whites",0.540202103418542
99.8544837437519,"Reparations vs. Redistribution","Whites",0.540083440956144
99.854349025274,"Reparations vs. Redistribution","Whites",0.539964459310703
99.8535388689476,"Reparations vs. Redistribution","Whites",0.539857101861932
99.8534041504696,"Reparations vs. Redistribution","Whites",0.539845157191817
99.8533044957051,"Reparations vs. Redistribution","Whites",0.539605586337183
99.8525460122196,"Reparations vs. Redistribution","Whites",0.53948531498558
99.8524039119072,"Reparations vs. Redistribution","Whites",0.539364717928731
99.8518595016195,"Reparations vs. Redistribution","Whites",0.539280105484677
99.8515845282878,"Reparations vs. Redistribution","Whites",0.539243793840905
99.8508887903947,"Reparations vs. Redistribution","Whites",0.53912254138916
99.8503572983173,"Reparations vs. Redistribution","Whites",0.539000959233299
99.8502299616737,"Reparations vs. Redistribution","Whites",0.538976603119181
99.8499014700425,"Reparations vs. Redistribution","Whites",0.538952233752205
99.849857179036,"Reparations vs. Redistribution","Whites",0.538879046025809
99.8496560240484,"Reparations vs. Redistribution","Whites",0.538756800411829
99.8490839318817,"Reparations vs. Redistribution","Whites",0.538683292921927
99.8488938496456,"Reparations vs. Redistribution","Whites",0.538634221029083
99.8462732984304,"Reparations vs. Redistribution","Whites",0.538624400218676
99.8461367344939,"Reparations vs. Redistribution","Whites",0.538511306507839
99.8453634873395,"Reparations vs. Redistribution","Whites",0.538388055470852
99.8449150408991,"Reparations vs. Redistribution","Whites",0.538338660521708
99.8447526405421,"Reparations vs. Redistribution","Whites",0.538140538302819
99.8442580576367,"Reparations vs. Redistribution","Whites",0.538078446515481
99.8442119211717,"Reparations vs. Redistribution","Whites",0.53801626937927
99.844001538891,"Reparations vs. Redistribution","Whites",0.537929077666851
99.8438908113749,"Reparations vs. Redistribution","Whites",0.537891658354864
